#{"t_start": 1774405746.7420816, "env_id": "None"}
r,l,t
-100.0,100,2011.879337
-100.0,100,2013.686528
-100.0,100,2015.491542
-100.0,100,2017.311783
-100.0,100,2019.132598
-100.0,100,2020.930978
-100.0,100,2022.957534
-100.0,100,2025.108085
-100.0,100,2027.228885
-100.0,100,2029.373995
-100.0,100,2031.50979
-100.0,100,2033.458951
-100.0,100,2035.262706
-100.0,100,2037.000834
-100.0,100,2038.832911
-100.0,100,2040.676352
-100.0,100,2042.363739
-100.0,100,2043.932603
-100.0,100,2045.591662
-100.0,100,2047.460339
-100.0,100,2049.279006
-100.0,100,2051.096816
-100.0,100,2052.890334
-100.0,100,2054.702031
-100.0,100,2056.318292
-100.0,100,2057.922648
-100.0,100,2059.662573
-100.0,100,2061.500564
-100.0,100,2063.309231
-100.0,100,2065.111329
-100.0,100,2066.834232
-100.0,100,2068.716384
-100.0,100,2070.597934
-100.0,100,2072.62885
-100.0,100,2074.407519
-100.0,100,2076.369058
-100.0,100,2078.574183
-100.0,100,2080.645772
-100.0,100,2082.790447
-100.0,100,2084.928692
-100.0,100,2087.132198
-100.0,100,2089.022998
-100.0,100,2090.805237
-100.0,100,2092.580022
-100.0,100,2094.392993
-100.0,100,2096.214639
-100.0,100,2098.110345
-100.0,100,2100.224982
-100.0,100,2102.331854
-100.0,100,2104.475429
-100.0,100,2106.567762
-100.0,100,2108.590037
-100.0,100,2110.717193
-100.0,100,2112.825824
-100.0,100,2114.914199
-100.0,100,2117.014909
-100.0,100,2119.101492
-100.0,100,2120.971241
-100.0,100,2122.836652
-100.0,100,2124.702456
-100.0,100,2126.518459
-100.0,100,2128.361403
-100.0,100,2130.249062
-100.0,100,2132.072417
-100.0,100,2133.89778
-100.0,100,2135.707711
-100.0,100,2137.539518
-100.0,100,2139.36945
-100.0,100,2141.179866
-100.0,100,2143.006513
-100.0,100,2144.827107
-100.0,100,2146.626928
-100.0,100,2148.387381
-100.0,100,2150.090112
-100.0,100,2151.812465
-100.0,100,2153.553867
-100.0,100,2155.430512
-100.0,100,2157.388693
-100.0,100,2159.301442
-100.0,100,2171.643727
